"","link_direttore","link_descrizione","link_ricerca","link_pubblicazioni","link_servizi","link_competenze","link_collaborazioni","link_formazione","link_biblioteche","link_banchedati","link_focus","link_focus_ITA","links_logo","nome_ist","url","links_webist","links_mailist","links_pres_ist","indirizzo","tel","fax","web_site","direttore","mail","dipartimento"
"23","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=017","http://www.cnr.it/istituti/Descrizione_eng.html?cds=017","http://www.cnr.it/istituti/Ricerca_eng.html?cds=017","Pubblicazioni_eng.html?cds=017","http://www.cnr.it/istituti/Servizi_eng.html?cds=017","http://www.cnr.it/istituti/Competenze_eng.html?cds=017","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=017","http://www.cnr.it/istituti/Formazione_eng.html?cds=017","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=017","http://www.cnr.it/istituti/Banchedati_eng.html?cds=017","http://www.cnr.it/istituti/Focus_eng.html?cds=017","http://www.cnr.it/istituti/Focus.html?cds=017","http://www.cnr.it/istituti/","Istituto di biostrutture e bioimmagini","http://www.cnr.it/istituti/DatiGenerali.html?cds=017","http://www.ibb.cnr.it","mailto:direttore@ibb.cnr.it","http://www.cnr.it/istituti","Via Tommaso De Amicis, 95 - 80145 Napoli NA Campania","0812203401","0812203498","http://www.ibb.cnr.it","Dr. MARCELLO MANCINI    ","direttore@ibb.cnr.it",NA
"24","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=018","http://www.cnr.it/istituti/Descrizione_eng.html?cds=018","http://www.cnr.it/istituti/Ricerca_eng.html?cds=018","Pubblicazioni_eng.html?cds=018","http://www.cnr.it/istituti/Servizi_eng.html?cds=018","http://www.cnr.it/istituti/Competenze_eng.html?cds=018","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=018","http://www.cnr.it/istituti/Formazione_eng.html?cds=018","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=018","http://www.cnr.it/istituti/Banchedati_eng.html?cds=018","http://www.cnr.it/istituti/Focus_eng.html?cds=018","http://www.cnr.it/istituti/Focus.html?cds=018","http://www.cnr.it/istituti/./logo_ICAR per RITA.jpg?LO=01000000d9c8b7a6080000000800000048c42e005c82f953000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di calcolo e reti ad alte prestazioni","http://www.cnr.it/istituti/DatiGenerali.html?cds=018","http://www.icar.cnr.it","mailto:cosenza@icar.cnr.it","http://www.cnr.it/istituti","Via Pietro Bucci - Cubo 41C - 87030 Rende CS Calabria","0984 831720","0984 839054","http://www.icar.cnr.it","Ing. GIUSEPPE DE PIETRO    ","cosenza@icar.cnr.it",NA
"25","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=019","http://www.cnr.it/istituti/Descrizione_eng.html?cds=019","http://www.cnr.it/istituti/Ricerca_eng.html?cds=019","Pubblicazioni_eng.html?cds=019","http://www.cnr.it/istituti/Servizi_eng.html?cds=019","http://www.cnr.it/istituti/Competenze_eng.html?cds=019","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=019","http://www.cnr.it/istituti/Formazione_eng.html?cds=019","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=019","http://www.cnr.it/istituti/Banchedati_eng.html?cds=019","http://www.cnr.it/istituti/Focus_eng.html?cds=019","http://www.cnr.it/istituti/Focus.html?cds=019","http://www.cnr.it/istituti/./logo.jpeg?LO=01000000d9c8b7a60800000008000000ffe5200076e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di chimica biomolecolare","http://www.cnr.it/istituti/DatiGenerali.html?cds=019","http://www.icb.cnr.it","mailto:direzione@icb.cnr.it","http://www.cnr.it/istituti","Via Campi Flegrei, 34 - 80078 Pozzuoli NA Campania","081 8675018 081 8661444","081 8041770","http://www.icb.cnr.it","Dr. VINCENZO DI MARZO    ","direzione@icb.cnr.it",NA
"26","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=020","http://www.cnr.it/istituti/Descrizione_eng.html?cds=020","http://www.cnr.it/istituti/Ricerca_eng.html?cds=020","Pubblicazioni_eng.html?cds=020","http://www.cnr.it/istituti/Servizi_eng.html?cds=020","http://www.cnr.it/istituti/Competenze_eng.html?cds=020","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=020","http://www.cnr.it/istituti/Formazione_eng.html?cds=020","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=020","http://www.cnr.it/istituti/Banchedati_eng.html?cds=020","http://www.cnr.it/istituti/Focus_eng.html?cds=020","http://www.cnr.it/istituti/Focus.html?cds=020","http://www.cnr.it/istituti/./logo_iccom_4_150px copia.png?LO=01000000d9c8b7a6080000000800000018152e0097c4f853000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di chimica dei composti organo metallici","http://www.cnr.it/istituti/DatiGenerali.html?cds=020","http://www.iccom.cnr.it/","mailto:maurizio.peruzzini@iccom.cnr.it","http://www.cnr.it/istituti","Via Madonna del Piano 10 - 50019 Sesto Fiorentino FI Toscana","05552251 - 0555225281 - 0555225289","0555225203","http://www.iccom.cnr.it/","Dr. MAURIZIO PERUZZINI    ","maurizio.peruzzini@iccom.cnr.it",NA
"27","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=021","http://www.cnr.it/istituti/Descrizione_eng.html?cds=021","http://www.cnr.it/istituti/Ricerca_eng.html?cds=021","Pubblicazioni_eng.html?cds=021","http://www.cnr.it/istituti/Servizi_eng.html?cds=021","http://www.cnr.it/istituti/Competenze_eng.html?cds=021","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=021","http://www.cnr.it/istituti/Formazione_eng.html?cds=021","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=021","http://www.cnr.it/istituti/Banchedati_eng.html?cds=021","http://www.cnr.it/istituti/Focus_eng.html?cds=021","http://www.cnr.it/istituti/Focus.html?cds=021","http://www.cnr.it/istituti/","Istituto di chimica del riconoscimento molecolare","http://www.cnr.it/istituti/DatiGenerali.html?cds=021","http://www.icrm.cnr.it","mailto:sergio.riva@icrm.cnr.it","http://www.cnr.it/istituti","Via Mario Bianco, 9 - 20131 Milano MI Lombardia","0228500020 - 0228500022","0228901239","http://www.icrm.cnr.it","Dott SERGIO RIVA    -","sergio.riva@icrm.cnr.it",NA
"28","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=024","http://www.cnr.it/istituti/Descrizione_eng.html?cds=024","http://www.cnr.it/istituti/Ricerca_eng.html?cds=024","Pubblicazioni_eng.html?cds=024","http://www.cnr.it/istituti/Servizi_eng.html?cds=024","http://www.cnr.it/istituti/Competenze_eng.html?cds=024","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=024","http://www.cnr.it/istituti/Formazione_eng.html?cds=024","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=024","http://www.cnr.it/istituti/Banchedati_eng.html?cds=024","http://www.cnr.it/istituti/Focus_eng.html?cds=024","http://www.cnr.it/istituti/Focus.html?cds=024","http://www.cnr.it/istituti/","Istituto di cibernetica ""Edoardo Caianiello""","http://www.cnr.it/istituti/DatiGenerali.html?cds=024","http://www.cib.na.cnr.it","mailto:cib@cib.na.cnr.it","http://www.cnr.it/istituti","Via Campi Flegrei, 34 - 80078 Pozzuoli NA Campania","081 8675099-5325","081 8675251-5326","http://www.cib.na.cnr.it","Dott. PIETRO FERRARO    ","cib@cib.na.cnr.it","Materiali e Dispositivi"
"29","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=027","http://www.cnr.it/istituti/Descrizione_eng.html?cds=027","http://www.cnr.it/istituti/Ricerca_eng.html?cds=027","Pubblicazioni_eng.html?cds=027","http://www.cnr.it/istituti/Servizi_eng.html?cds=027","http://www.cnr.it/istituti/Competenze_eng.html?cds=027","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=027","http://www.cnr.it/istituti/Formazione_eng.html?cds=027","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=027","http://www.cnr.it/istituti/Banchedati_eng.html?cds=027","http://www.cnr.it/istituti/Focus_eng.html?cds=027","http://www.cnr.it/istituti/Focus.html?cds=027","http://www.cnr.it/istituti/./logoIC.jpg?LO=01000000d9c8b7a6080000000800000013e620008ae6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di cristallografia","http://www.cnr.it/istituti/DatiGenerali.html?cds=027","http://www.ic.cnr.it","mailto:segreteria@ic.cnr.it","http://www.cnr.it/istituti","Via Giovanni Amendola, 122/O - 70126 Bari BA Puglia","080/5929148 - 080/5929142 - 080/5929141","080/5929170","http://www.ic.cnr.it","Dr. MICHELE SAVIANO    ","segreteria@ic.cnr.it",NA
"30","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=029","http://www.cnr.it/istituti/Descrizione_eng.html?cds=029","http://www.cnr.it/istituti/Ricerca_eng.html?cds=029","Pubblicazioni_eng.html?cds=029","http://www.cnr.it/istituti/Servizi_eng.html?cds=029","http://www.cnr.it/istituti/Competenze_eng.html?cds=029","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=029","http://www.cnr.it/istituti/Formazione_eng.html?cds=029","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=029","http://www.cnr.it/istituti/Banchedati_eng.html?cds=029","http://www.cnr.it/istituti/Focus_eng.html?cds=029","http://www.cnr.it/istituti/Focus.html?cds=029","http://www.cnr.it/istituti/","Istituto di elettronica e di ingegneria  dell'informazione e delle telecomunicazioni","http://www.cnr.it/istituti/DatiGenerali.html?cds=029","http://www.ieiit.cnr.it/","mailto:ieiit.to@ieiit.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000078592300c759be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Corso Duca degli Abruzzi, 24 - 10129 Torino TO Piemonte","0115645400","0115645429","http://www.ieiit.cnr.it/","Dr. RICCARDO TASCONE    -","ieiit.to@ieiit.cnr.it",NA
"31","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=032","http://www.cnr.it/istituti/Descrizione_eng.html?cds=032","http://www.cnr.it/istituti/Ricerca_eng.html?cds=032","Pubblicazioni_eng.html?cds=032","http://www.cnr.it/istituti/Servizi_eng.html?cds=032","http://www.cnr.it/istituti/Competenze_eng.html?cds=032","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=032","http://www.cnr.it/istituti/Formazione_eng.html?cds=032","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=032","http://www.cnr.it/istituti/Banchedati_eng.html?cds=032","http://www.cnr.it/istituti/Focus_eng.html?cds=032","http://www.cnr.it/istituti/Focus.html?cds=032","http://www.cnr.it/istituti/./logoIFAC150x85.jpg?LO=01000000d9c8b7a6080000000800000001e6200078e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di fisica applicata ""Nello Carrara""","http://www.cnr.it/istituti/DatiGenerali.html?cds=032","http://www.ifac.cnr.it","mailto:ifac@ifac.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000062592300b159be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Madonna del Piano, 10 - 50019 Sesto Fiorentino FI Toscana","055/52251  - 055/5226436","055/5226477","http://www.ifac.cnr.it","Dott ROBERTO PINI    ","ifac@ifac.cnr.it","Materiali e Dispositivi"
"32","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=033","http://www.cnr.it/istituti/Descrizione_eng.html?cds=033","http://www.cnr.it/istituti/Ricerca_eng.html?cds=033","Pubblicazioni_eng.html?cds=033","http://www.cnr.it/istituti/Servizi_eng.html?cds=033","http://www.cnr.it/istituti/Competenze_eng.html?cds=033","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=033","http://www.cnr.it/istituti/Formazione_eng.html?cds=033","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=033","http://www.cnr.it/istituti/Banchedati_eng.html?cds=033","http://www.cnr.it/istituti/Focus_eng.html?cds=033","http://www.cnr.it/istituti/Focus.html?cds=033","http://www.cnr.it/istituti/","Istituto di fisica del plasma ""Piero Caldirola""","http://www.cnr.it/istituti/DatiGenerali.html?cds=033","http://www.ifp.cnr.it","mailto:direttore@ifp.cnr.it","http://www.cnr.it/istituti","Via Roberto Cozzi, 53 - 20125 Milano MI Lombardia","0266173238 - 0266173240 - 0266173241","0266173239","http://www.ifp.cnr.it","dott. MAURIZIO GIUSEPPE LONTANO    ","direttore@ifp.cnr.it","Energia e Trasporti"
"33","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=035","http://www.cnr.it/istituti/Descrizione_eng.html?cds=035","http://www.cnr.it/istituti/Ricerca_eng.html?cds=035","Pubblicazioni_eng.html?cds=035","http://www.cnr.it/istituti/Servizi_eng.html?cds=035","http://www.cnr.it/istituti/Competenze_eng.html?cds=035","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=035","http://www.cnr.it/istituti/Formazione_eng.html?cds=035","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=035","http://www.cnr.it/istituti/Banchedati_eng.html?cds=035","http://www.cnr.it/istituti/Focus_eng.html?cds=035","http://www.cnr.it/istituti/Focus.html?cds=035","http://www.cnr.it/istituti/./logo-ifc150.jpg?LO=01000000d9c8b7a6080000000800000020e6200097e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di fisiologia clinica","http://www.cnr.it/istituti/DatiGenerali.html?cds=035","http://www.ifc.cnr.it","mailto:segreteria.direzione@ifc.cnr.it","http://www.cnr.it/istituti","Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana","050-3152016-3302","050-3153303","http://www.ifc.cnr.it","Dott. GIORGIO IERVASI    ","segreteria.direzione@ifc.cnr.it",NA
"34","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=036","http://www.cnr.it/istituti/Descrizione_eng.html?cds=036","http://www.cnr.it/istituti/Ricerca_eng.html?cds=036","Pubblicazioni_eng.html?cds=036","http://www.cnr.it/istituti/Servizi_eng.html?cds=036","http://www.cnr.it/istituti/Competenze_eng.html?cds=036","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=036","http://www.cnr.it/istituti/Formazione_eng.html?cds=036","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=036","http://www.cnr.it/istituti/Banchedati_eng.html?cds=036","http://www.cnr.it/istituti/Focus_eng.html?cds=036","http://www.cnr.it/istituti/Focus.html?cds=036","http://www.cnr.it/istituti/./logo-IFN.gif?LO=01000000d9c8b7a608000000080000002de62000a4e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di fotonica e nanotecnologie","http://www.cnr.it/istituti/DatiGenerali.html?cds=036","http://www.ifn.cnr.it","mailto:ifn@ifn.cnr.it","http://www.cnr.it/istituti","Piazza Leonardo da Vinci, 32 - 20133 Milano MI Lombardia","0223996281","0223996126","http://www.ifn.cnr.it","Prof. ROBERTA RAMPONI    Direttore","ifn@ifn.cnr.it",NA
"35","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=039","http://www.cnr.it/istituti/Descrizione_eng.html?cds=039","http://www.cnr.it/istituti/Ricerca_eng.html?cds=039","Pubblicazioni_eng.html?cds=039","http://www.cnr.it/istituti/Servizi_eng.html?cds=039","http://www.cnr.it/istituti/Competenze_eng.html?cds=039","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=039","http://www.cnr.it/istituti/Formazione_eng.html?cds=039","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=039","http://www.cnr.it/istituti/Banchedati_eng.html?cds=039","http://www.cnr.it/istituti/Focus_eng.html?cds=039","http://www.cnr.it/istituti/Focus.html?cds=039","http://www.cnr.it/istituti/","Istituto di genetica e biofisica ""Adriano Buzzati Traverso""","http://www.cnr.it/istituti/DatiGenerali.html?cds=039","http://www.igb.cnr.it","mailto:segreteria@igb.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000a0582300ef58be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Pietro Castellino 111 - 80131 Napoli NA Campania","081 6132 401","0816132706","http://www.igb.cnr.it","Prof ANTONIO SIMEONE    Direttore","segreteria@igb.cnr.it","Scienze della Vita"
"36","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=040","http://www.cnr.it/istituti/Descrizione_eng.html?cds=040","http://www.cnr.it/istituti/Ricerca_eng.html?cds=040","Pubblicazioni_eng.html?cds=040","http://www.cnr.it/istituti/Servizi_eng.html?cds=040","http://www.cnr.it/istituti/Competenze_eng.html?cds=040","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=040","http://www.cnr.it/istituti/Formazione_eng.html?cds=040","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=040","http://www.cnr.it/istituti/Banchedati_eng.html?cds=040","http://www.cnr.it/istituti/Focus_eng.html?cds=040","http://www.cnr.it/istituti/Focus.html?cds=040","http://www.cnr.it/istituti/./logoIGM.gif?LO=01000000d9c8b7a60800000008000000f5e520006ce6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di genetica molecolare","http://www.cnr.it/istituti/DatiGenerali.html?cds=040","http://www.igm.cnr.it","mailto:direttore@igm.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000bc062d00a6a4f753000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Abbiategrasso, 207 - 27100 Pavia PV Lombardia","0382-546322","0382-422286","http://www.igm.cnr.it","Dott. GIUSEPPE BIAMONTI    Direttore","direttore@igm.cnr.it",NA
"37","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=042","http://www.cnr.it/istituti/Descrizione_eng.html?cds=042","http://www.cnr.it/istituti/Ricerca_eng.html?cds=042","Pubblicazioni_eng.html?cds=042","http://www.cnr.it/istituti/Servizi_eng.html?cds=042","http://www.cnr.it/istituti/Competenze_eng.html?cds=042","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=042","http://www.cnr.it/istituti/Formazione_eng.html?cds=042","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=042","http://www.cnr.it/istituti/Banchedati_eng.html?cds=042","http://www.cnr.it/istituti/Focus_eng.html?cds=042","http://www.cnr.it/istituti/Focus.html?cds=042","http://www.cnr.it/istituti/./logoigag150px.jpg?LO=01000000d9c8b7a60800000008000000f4dc1100fa1ff453000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di geologia ambientale e geoingegneria","http://www.cnr.it/istituti/DatiGenerali.html?cds=042","http://www.igag.cnr.it","mailto:direttore-igag@igag.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000fedc11000420f453000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Salaria km 29,300 - 00015 Montelibretti RM Lazio","0690672595","0690672733","http://www.igag.cnr.it","Dott. PAOLO MESSINA    Primo Ricercatore CNR","direttore-igag@igag.cnr.it",NA
"38","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=043","http://www.cnr.it/istituti/Descrizione_eng.html?cds=043","http://www.cnr.it/istituti/Ricerca_eng.html?cds=043","Pubblicazioni_eng.html?cds=043","http://www.cnr.it/istituti/Servizi_eng.html?cds=043","http://www.cnr.it/istituti/Competenze_eng.html?cds=043","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=043","http://www.cnr.it/istituti/Formazione_eng.html?cds=043","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=043","http://www.cnr.it/istituti/Banchedati_eng.html?cds=043","http://www.cnr.it/istituti/Focus_eng.html?cds=043","http://www.cnr.it/istituti/Focus.html?cds=043","http://www.cnr.it/istituti/./logo_IGG_inseribile.jpg?LO=01000000d9c8b7a6080000000800000019e6200090e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di geoscienze e georisorse","http://www.cnr.it/istituti/DatiGenerali.html?cds=043","http://www.igg.cnr.it","mailto:igg@igg.cnr.it","http://www.cnr.it/istituti","Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana","0503152372 - 0503152361 - 0503152381 - 0503152383 348-3972170","0503152323 - 0503152360","http://www.igg.cnr.it","Dott. ANTONELLO PROVENZALE    ","igg@igg.cnr.it",NA
"39","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=044","http://www.cnr.it/istituti/Descrizione_eng.html?cds=044","http://www.cnr.it/istituti/Ricerca_eng.html?cds=044","Pubblicazioni_eng.html?cds=044","http://www.cnr.it/istituti/Servizi_eng.html?cds=044","http://www.cnr.it/istituti/Competenze_eng.html?cds=044","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=044","http://www.cnr.it/istituti/Formazione_eng.html?cds=044","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=044","http://www.cnr.it/istituti/Banchedati_eng.html?cds=044","http://www.cnr.it/istituti/Focus_eng.html?cds=044","http://www.cnr.it/istituti/Focus.html?cds=044","http://www.cnr.it/istituti/","Istituto di informatica e telematica","http://www.cnr.it/istituti/DatiGenerali.html?cds=044","http://www.iit.cnr.it","mailto:direzione@iit.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000e6b61100f8f8f353000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana","+39-050-3152123","+39-050-3152113","http://www.iit.cnr.it","Dott. DOMENICO LAFORENZA    ","direzione@iit.cnr.it",NA
"40","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=048","http://www.cnr.it/istituti/Descrizione_eng.html?cds=048","http://www.cnr.it/istituti/Ricerca_eng.html?cds=048","Pubblicazioni_eng.html?cds=048","http://www.cnr.it/istituti/Servizi_eng.html?cds=048","http://www.cnr.it/istituti/Competenze_eng.html?cds=048","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=048","http://www.cnr.it/istituti/Formazione_eng.html?cds=048","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=048","http://www.cnr.it/istituti/Banchedati_eng.html?cds=048","http://www.cnr.it/istituti/Focus_eng.html?cds=048","http://www.cnr.it/istituti/Focus.html?cds=048","http://www.cnr.it/istituti/","Istituto di linguistica computazionale ""Antonio Zampolli""","http://www.cnr.it/istituti/DatiGenerali.html?cds=048","http://www.ilc.cnr.it","mailto:direttore@ilc.cnr.it","http://www.cnr.it/istituti","Via Giuseppe Moruzzi, 1 - 56124 Pisa PI Toscana","050-315-2872 / 050-315-8379","050-315-2839","http://www.ilc.cnr.it","Dott.ssa SIMONETTA MONTEMAGNI    ","direttore@ilc.cnr.it",NA
"41","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=050","http://www.cnr.it/istituti/Descrizione_eng.html?cds=050","http://www.cnr.it/istituti/Ricerca_eng.html?cds=050","Pubblicazioni_eng.html?cds=050","http://www.cnr.it/istituti/Servizi_eng.html?cds=050","http://www.cnr.it/istituti/Competenze_eng.html?cds=050","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=050","http://www.cnr.it/istituti/Formazione_eng.html?cds=050","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=050","http://www.cnr.it/istituti/Banchedati_eng.html?cds=050","http://www.cnr.it/istituti/Focus_eng.html?cds=050","http://www.cnr.it/istituti/Focus.html?cds=050","http://www.cnr.it/istituti/","Istituto di matematica applicata e tecnologie informatiche","http://www.cnr.it/istituti/DatiGenerali.html?cds=050","http://www.imati.cnr.it","mailto:segreteria@imati.cnr.it","http://www.cnr.it/istituti","Via Ferrata, 5/A - 27100 Pavia PV Lombardia","0382548211","0382548300","http://www.imati.cnr.it","Dott.ssa ANNALISA BUFFA    Direttore","segreteria@imati.cnr.it",NA
"42","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=053","http://www.cnr.it/istituti/Descrizione_eng.html?cds=053","http://www.cnr.it/istituti/Ricerca_eng.html?cds=053","Pubblicazioni_eng.html?cds=053","http://www.cnr.it/istituti/Servizi_eng.html?cds=053","http://www.cnr.it/istituti/Competenze_eng.html?cds=053","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=053","http://www.cnr.it/istituti/Formazione_eng.html?cds=053","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=053","http://www.cnr.it/istituti/Banchedati_eng.html?cds=053","http://www.cnr.it/istituti/Focus_eng.html?cds=053","http://www.cnr.it/istituti/Focus.html?cds=053","http://www.cnr.it/istituti/","Istituto di metodologie chimiche","http://www.cnr.it/istituti/DatiGenerali.html?cds=053","http://www.imc.cnr.it","mailto:imc@imc.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000f85823004759be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/msword","Via Salaria Km 29,300 - 00015 Monterotondo RM Lazio","0690625111 - 0690672641","0690672519","http://www.imc.cnr.it","Dott.ssa GIOVANNA MANCINI    ","imc@imc.cnr.it",NA
"43","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=054","http://www.cnr.it/istituti/Descrizione_eng.html?cds=054","http://www.cnr.it/istituti/Ricerca_eng.html?cds=054","Pubblicazioni_eng.html?cds=054","http://www.cnr.it/istituti/Servizi_eng.html?cds=054","http://www.cnr.it/istituti/Competenze_eng.html?cds=054","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=054","http://www.cnr.it/istituti/Formazione_eng.html?cds=054","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=054","http://www.cnr.it/istituti/Banchedati_eng.html?cds=054","http://www.cnr.it/istituti/Focus_eng.html?cds=054","http://www.cnr.it/istituti/Focus.html?cds=054","http://www.cnr.it/istituti/./logo IMIP.jpg?LO=01000000d9c8b7a608000000080000003ce62000b3e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di metodologie inorganiche e dei plasmi","http://www.cnr.it/istituti/DatiGenerali.html?cds=054","http://www.imip.cnr.it","mailto:direttore.imip@imip.cnr.it","http://www.cnr.it/istituti","Via Amendola 122/D - 70126 Bari BA Puglia","0805929501","0805929520","http://www.imip.cnr.it","Prof. GIUSEPPE GIGLI    ","direttore.imip@imip.cnr.it",NA
"44","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=055","http://www.cnr.it/istituti/Descrizione_eng.html?cds=055","http://www.cnr.it/istituti/Ricerca_eng.html?cds=055","Pubblicazioni_eng.html?cds=055","http://www.cnr.it/istituti/Servizi_eng.html?cds=055","http://www.cnr.it/istituti/Competenze_eng.html?cds=055","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=055","http://www.cnr.it/istituti/Formazione_eng.html?cds=055","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=055","http://www.cnr.it/istituti/Banchedati_eng.html?cds=055","http://www.cnr.it/istituti/Focus_eng.html?cds=055","http://www.cnr.it/istituti/Focus.html?cds=055","http://www.cnr.it/istituti/","Istituto di metodologie per l'analisi ambientale","http://www.cnr.it/istituti/DatiGenerali.html?cds=055","http://www.imaa.cnr.it","mailto:direzione@imaa.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000023300900b7d8f253000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Contrada S. Loja - Zona industriale C.P. 27 - 85050 Tito Scalo PZ Basilicata","0971-427-260 / 0971-427-232","0971-427-264  / 0971-427-271","http://www.imaa.cnr.it","Dr. VINCENZO LAPENNA    ","direzione@imaa.cnr.it","Terra e Ambiente"
